OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,SalePrice
6,1334,2,1350,1334,2,6,1977,1977,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,GD,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,167900
7,1720,2,840,840,2,7,2004,2004,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,183500
5,1221,1,784,949,1,7,1924,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,GD,BRKTIL,TA,TA,NO,BLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,104900
5,1656,2,1656,1656,2,8,1973,1973,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,FEEDR,NORM,DUPLEX,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,135000
4,672,1,672,672,1,4,1941,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,N,WD,NORMAL,113000
6,1252,2,1602,1252,1,4,1960,1975,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,FLAT,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,GD,BLQ,ALQ,GASA,GD,Y,SBRKR,TA,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,235000
8,1468,3,1468,1468,2,6,2008,2009,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,244600
6,1632,2,800,800,1,7,1966,2000,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,FEEDR,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,GLQ,REC,GASA,GD,Y,SBRKR,GD,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,173000
5,1904,1,1208,1136,1,7,1950,1982,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,BLQ,GASA,GD,Y,FUSEA,TA,MIN1,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,138000
5,1248,1,912,912,1,6,1930,1950,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,LWQ,UNF,GASA,GD,Y,FUSEA,TA,TYP,NAN,DETCHD,UNF,FA,FA,Y,WD,NORMAL,87000
7,1135,2,560,575,1,6,1936,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,FEEDR,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,GD,PCONC,GD,GD,NO,ALQ,BLQ,GASA,EX,Y,SBRKR,GD,TYP,NAN,DETCHD,RFN,TA,TA,Y,WD,NORMAL,155000
4,845,1,0,845,1,5,1957,1957,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,EX,N,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,N,WD,NORMAL,84000
9,2599,3,1393,1422,2,10,1999,1999,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,333168
7,1889,1,925,964,1,9,1910,1950,RM,PAVE,IR1,BNK,ALLPUB,INSIDE,GTL,FEEDR,NORM,2FMCON,2.5UNF,HIP,COMPSHG,NAN,FA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,TA,N,FUSEF,TA,TYP,GD,DETCHD,UNF,TA,TA,N,WD,NORMAL,122000
7,1947,2,991,991,2,8,2004,2005,FV,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,254900
5,796,0,796,796,1,4,1910,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,FA,TA,NO,UNF,UNF,GASA,GD,Y,FUSEA,TA,TYP,NAN,NAN,NAN,NAN,NAN,P,WD,NORMAL,85000
7,1550,2,1092,1112,2,7,2006,2007,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,241000
7,2223,2,2223,2223,2,8,1973,1973,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,GD,CBLOCK,GD,TA,GD,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,244000
5,1190,2,1106,1190,1,6,1962,1962,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,SLVL,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,AV,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,132500
8,1668,2,1657,1668,2,8,2003,2003,RL,PAVE,IR2,LVL,ALLPUB,FR2,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,AV,BLQ,GLQ,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,232000
9,1905,3,1905,1905,2,8,2006,2006,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,RRNN,NORM,1FAM,1STORY,HIP,COMPSHG,STONE,EX,TA,PCONC,EX,GD,NO,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,320000
8,1517,2,792,792,1,7,1929,1950,RL,PAVE,IR1,HLS,ALLPUB,CORNER,MOD,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,FA,Y,SBRKR,GD,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,230000
6,1690,2,924,948,2,7,2000,2000,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,ABNORML,181000
5,768,2,768,768,1,5,1972,2007,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,SFOYER,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,AV,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,133000
5,864,1,864,864,1,5,1965,1965,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,BLQ,GASA,GD,Y,SBRKR,TA,TYP,PO,DETCHD,UNF,TA,TA,Y,WD,NORMAL,62383
7,1923,2,750,1061,2,8,1992,1992,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,190000
5,816,2,816,816,1,5,1963,1963,RM,GRVL,IR2,BNK,ALLPUB,CORNER,MOD,RRNN,NORM,DUPLEX,1STORY,GABLE,COMPSHG,NAN,FA,TA,CBLOCK,GD,TA,GD,LWQ,GLQ,GASA,TA,N,SBRKR,TA,TYP,NAN,CARPORT,UNF,TA,TA,Y,WD,NORMAL,110000
8,1987,2,1986,1987,2,7,1994,1994,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,301500
5,1092,1,1092,1092,1,6,1957,1957,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,Y,FUSEA,TA,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,141000
7,1080,0,1080,1080,1,6,2004,2005,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,141000
5,1584,3,1584,1584,2,8,1967,1967,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,MOD,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,124000
6,1851,2,822,1020,2,7,1964,1993,RL,PAVE,REG,LVL,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,GD,BLQ,REC,GASA,GD,Y,SBRKR,GD,TYP,FA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,187000
5,1250,1,686,686,1,7,1918,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASW,GD,Y,SBRKR,FA,TYP,NAN,DETCHD,UNF,TA,TA,P,WD,NORMAL,116000
6,720,2,624,720,1,5,1928,2003,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,BRKTIL,TA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,105900
5,858,2,858,858,1,5,1982,1982,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,SFOYER,HIP,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,AV,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,134900
2,438,1,290,438,1,3,1920,1950,RL,PAVE,REG,BNK,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,FA,NO,REC,UNF,GASA,TA,N,FUSEF,FA,TYP,NAN,DETCHD,UNF,TA,TA,N,WD,NORMAL,60000
3,1526,0,1013,1013,1,6,1915,1982,C (ALL),PAVE,IR1,LVL,ALLPUB,CORNER,GTL,FEEDR,FEEDR,1FAM,1.5FIN,HIP,COMPSHG,NAN,FA,FA,CBLOCK,TA,FA,NO,UNF,UNF,GASA,TA,N,SBRKR,FA,TYP,NAN,NAN,NAN,NAN,NAN,N,CONLD,ABNORML,85000
9,1561,2,1561,1561,2,6,2005,2005,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,HIP,COMPSHG,BRKFACE,EX,TA,PCONC,EX,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,277500
5,1327,2,1063,1327,1,7,1959,2002,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,GD,Y,SBRKR,GD,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,150750
7,1541,2,1541,1541,2,7,2005,2005,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,MN,BLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,220000
8,2727,2,853,1549,2,10,1932,1994,RL,PAVE,REG,BNK,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,NAN,GD,TA,CBLOCK,GD,GD,NO,REC,UNF,GASA,TA,Y,SBRKR,GD,MAJ1,TA,DETCHD,UNF,TA,TA,Y,WD,NORMAL,315000
6,981,2,981,981,1,5,1971,1971,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,LWQ,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,143250
6,1244,1,1244,1244,1,6,1957,1957,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,EX,Y,FUSEA,TA,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,150000
6,1734,2,912,1085,1,7,1962,1981,RL,PAVE,IR1,BNK,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,159000
5,1383,1,1383,1383,1,6,1954,1954,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,POSN,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,MN,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,165000
6,1425,2,1425,1425,2,7,1964,1964,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,180500
6,1458,2,729,729,2,5,1999,1999,FV,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,TWNHSE,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,FA,DETCHD,UNF,TA,TA,Y,WD,NORMAL,176000
6,1285,2,660,1285,1,7,1977,1977,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,143500
9,1698,3,1698,1698,2,8,2007,2008,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,STONE,EX,TA,PCONC,EX,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,320000
8,1494,2,1494,1494,1,6,1995,1996,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,TWNHSE,1STORY,HIP,COMPSHG,NAN,GD,GD,PCONC,GD,GD,AV,LWQ,GLQ,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,270000
5,948,1,948,948,1,6,1968,1968,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,FAMILY,108000
7,1402,3,1258,1402,0,7,2006,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,EX,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,194201
6,1194,2,655,1194,1,6,1959,1959,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,MN,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,FA,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,159500
5,1120,0,1120,1120,1,6,2007,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,Y,NEW,PARTIAL,147000
5,1416,2,816,1416,2,7,1918,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,BRKTIL,TA,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,UNF,TA,TA,N,WD,NORMAL,112000
7,854,2,832,854,1,5,1929,2001,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1.5UNF,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASA,EX,Y,FUSEA,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,132000
8,2113,3,2109,2113,2,7,1995,1995,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,GD,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,350000
6,1253,1,1253,1253,1,5,1960,1960,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,FA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,157000
5,1214,1,1214,1214,2,5,1967,1967,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,FA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,143000
4,1224,2,0,1224,2,6,1962,1962,RL,PAVE,REG,LVL,ALLPUB,FR2,GTL,NORM,NORM,DUPLEX,1STORY,GABLE,COMPSHG,NAN,TA,TA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,TA,Y,SBRKR,TA,TYP,NAN,CARPORT,UNF,TA,TA,Y,WD,NORMAL,101800
5,2002,3,1001,1001,2,8,1949,1950,RH,PAVE,REG,HLS,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,2STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,N,FUSEA,TA,TYP,NAN,2TYPES,UNF,TA,TA,Y,WD,NORMAL,145000
7,1494,2,1482,1494,2,5,1998,1998,RL,PAVE,IR3,LOW,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,FA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,215000
7,1378,2,689,689,2,7,1928,2005,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GAMBREL,COMPSHG,NAN,TA,EX,BRKTIL,TA,TA,NO,REC,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,DETCHD,UNF,TA,TA,N,WD,NORMAL,161000
4,864,2,864,864,1,5,1971,1971,RL,PAVE,REG,LVL,ALLPUB,FR2,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,120500
4,1126,2,0,1126,2,5,1949,2003,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,NAN,NAN,NAN,NAN,NAN,GASA,EX,Y,SBRKR,GD,TYP,NAN,DETCHD,FIN,TA,TA,N,WD,NORMAL,108000
6,2158,2,1202,2158,2,7,1950,2001,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,GD,AV,ALQ,UNF,GASA,TA,Y,SBRKR,GD,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,243000
6,1651,2,1606,1651,2,7,1986,1986,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,TA,TA,CBLOCK,GD,FA,NO,ALQ,LWQ,GASA,TA,Y,SBRKR,TA,MIN2,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,184000
5,1125,2,1125,1125,1,5,2006,2007,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,NEW,PARTIAL,155000
7,1768,2,866,866,2,7,2005,2005,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,226700
9,2643,3,2153,2069,2,9,2006,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,EX,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,380000
5,1728,2,1728,1728,2,10,1963,1963,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,RRAE,NORM,DUPLEX,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,CONLI,ABNORML,125000
5,864,0,864,864,1,5,1925,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,N,FUSEA,TA,TYP,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,98000
8,1337,2,1337,1337,2,5,1993,1993,RL,PAVE,IR1,HLS,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,180000
7,1200,2,1176,1200,2,5,2003,2003,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,184900
8,1826,3,1814,1826,2,7,2005,2006,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,319000
5,1057,1,1057,1057,1,5,1953,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,CBLOCK,TA,TA,NO,GLQ,UNF,GASA,TA,Y,SBRKR,GD,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,ABNORML,109000
7,1502,1,776,851,1,6,1931,2000,RL,PAVE,REG,HLS,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,FA,BRKTIL,GD,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,GD,ATTCHD,RFN,TA,TA,P,WD,NORMAL,149000
