,customer_id,has_referred_friend,number_referrals,month_tenure,plan,phone_plan,has_multiple_lines,broadband_plan,broadband_type,online_security,online_backup,device_protection,premium_tech_support,unlimited_data,contract,paperless_billing,payment_method
7297,e11ae051-aad8-4da5-bc23-8138897f0d77,No,0,1.0,,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,No,Credit Card
7298,9aa62a76-03ce-4568-a2c5-14fd97d9a7f0,No,0,5.0,,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
7299,67bbbd46-0b22-4497-b95b-4c9eafe07133,No,0,1.0,,Yes,No,Yes,Cable,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
7300,cc20eaa6-3614-45ed-bbf3-742d9fd27e66,No,0,5.0,Plan E,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
7301,80359f98-f1e9-440a-a6a7-f423aab04573,No,0,70.0,,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card
7302,3f97781d-e134-49ea-8da9-e7cc24be96b4,No,0,56.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,,One Year,Yes,Bank Withdrawal
7303,e0f5e51c-7a2e-4aa7-bbc7-96616d2db5d4,Yes,4,60.0,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
7304,41739dd3-9fda-4784-9904-c629cfec851d,Yes,5,64.0,Plan B,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
7305,e2d6f7b8-3b05-4de5-8613-c128830162e9,No,0,44.0,Plan B,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card
7306,6bbc1b2e-c0ad-434e-9d89-53e6239f15b6,No,0,16.0,Plan D,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7307,19670614-0d7a-4565-92fa-1cf1249fd256,Unknown,7,34.0,,Yes,No,No,,No,No,No,No,No,One Year,No,Credit Card
7308,cbd2d418-1569-44ab-bf37-deac93a76c34,No,0,64.0,Plan B,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card
7309,7d06a486-67e4-4f79-a24d-edbda2d68a96,No,0,66.0,,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
7310,f9543324-5aaa-4321-8221-88ea00554110,No,0,39.0,Plan C,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal
7311,b5c4da20-0787-4526-ab01-471a9c97f934,No,0,51.0,Plan B,Yes,Yes,No,,No,No,No,No,No,Two Year,No,Credit Card
7312,f8d55b0b-0009-4a92-837a-1dc4efb370a0,No,0,13.0,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Month-to-Month,No,Mailed Check
7313,a0302742-4244-477d-99db-38633dccb070,No,0,38.0,,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
7314,8511da44-b1bf-4a63-80e0-05f1690ab2cb,Yes,1,52.0,,No,No,Yes,DSL,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7315,902cb2c8-1ae6-4b4d-b9b3-9466df1926b8,No,0,3.0,Plan E,Yes,No,No,,No,No,No,No,No,Month-to-Month,Yes,Credit Card
7316,34fa9b42-0821-4232-893b-880465d3c335,No,0,7.0,Plan E,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7317,3e50c99e-929e-450b-9980-59cda2e09512,No,0,1.0,Plan E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
7318,2c59c013-08b5-407d-85d7-b3a53e188f94,No,0,1.0,,No,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7319,b5c206e3-e35d-4832-8f61-b7606598988b,Yes,1,41.0,,Yes,No,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
7320,cbd2d418-1569-44ab-bf37-deac93a76c34,No,0,64.0,Plan B,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card
7321,f7ede76a-f449-40e2-8076-8597212cbfcf,Yes,5,47.0,,Yes,No,No,,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
7322,89b23ad5-fb73-4d80-a016-34348d3ab6da,No,0,72.0,Plan A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
7323,a7233c29-0d11-4910-9e93-cbd7374d8e0c,No,0,1.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Mailed Check
7324,b0d13968-5c6e-4527-a377-0639e24b4a18,Unknown,4,72.0,Plan A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
7325,dc755d00-eabd-49ad-8808-6a641e75d6c7,No,0,35.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal
7326,a945e5e8-a54a-4903-a782-fe015a73a09b,Unknown,2,12.0,,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
7327,510ec7ca-81a1-474f-a01e-7e9763c34f0b,Unknown,2,3.0,Plan E,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check
7328,013d6987-6b19-4455-a902-6be794ba137f,Unknown,10,48.0,,Yes,No,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
7329,62383506-ed58-400a-b4c0-32523df28229,No,0,1.0,Plan E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
7330,0de66b02-97a2-452e-bbc5-264124773184,No,0,1.0,,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,No,Credit Card
7331,71dc483f-b94d-4fd3-a090-0719cde090ee,No,0,1.0,Plan E,Yes,No,Yes,Cable,Yes,No,Yes,No,,Month-to-Month,Yes,Bank Withdrawal
7332,b2e60967-a0bf-406d-a496-163ee3e57967,No,0,49.0,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card
7333,d2054d09-5edd-4c4f-a33d-f301944225b4,Unknown,1,26.0,Plan C,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7334,447370ca-6b1e-4c69-8b44-2e99b18f8c1a,Yes,9,65.0,Plan B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7335,2827e545-9852-46ba-a481-c84f531878a7,Unknown,1,46.0,Plan B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal
7336,5269b1dc-57ac-4c5d-aa9b-e190584fc818,Unknown,9,32.0,Plan C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,One Year,Yes,Credit Card
7337,42dbbe47-1fe4-4963-ba0b-889e905ceb1a,Yes,2,60.0,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
7338,951dde74-8bad-4bdd-84cc-8f71156fab7a,Unknown,8,67.0,Plan A,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
7339,2be6259c-c569-40ac-81f3-6131a9d026db,No,0,54.0,Plan B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card
7340,27a1f51f-6099-4b6d-bfe4-61d9a4f47fa3,Yes,2,51.0,,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card
7341,c580ea21-c11f-49a3-af66-5e59d22016c3,No,0,2.0,Plan E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7342,d690e3bb-4632-4b2b-acda-b1f59579bfb4,No,0,29.0,,Yes,Yes,No,,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
7343,18775eb0-efee-460a-8d3f-463eecfe3b72,No,0,69.0,Plan A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,,Two Year,Yes,Credit Card
7344,d5c05f49-361c-453a-aea5-8ae176b67eca,No,0,52.0,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
7345,1aa1ecdf-e000-4fe6-b462-76836222dff3,Unknown,6,22.0,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card
7346,a9936807-8039-4c48-81d1-146e9490fe82,No,0,19.0,,Yes,No,Yes,DSL,No,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal
7347,7894fb38-9b84-4dab-a6fc-462a1541cbcd,Unknown,7,65.0,,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
7348,fe5af466-d45d-4b61-a866-090a321c4c79,No,0,17.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
7349,5acbbdd9-b4b4-45fb-bca5-9216e64bbbb3,No,0,63.0,Plan B,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
7350,cc6d8004-bd7e-40c6-bcb2-9b79b53cd1de,No,0,43.0,Plan B,No,No,Yes,DSL,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal
7351,c13f0194-eef1-41c2-a004-d63420facb5a,No,0,1.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7352,e3efe558-fc5f-4155-971d-808624bb362b,No,0,52.0,,No,No,Yes,DSL,Yes,Yes,No,Yes,No,Two Year,No,Credit Card
7353,4f137f8a-334e-4913-8411-a056e360ade0,No,0,26.0,Plan C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7354,acb66ce5-a127-455c-bf84-9425c76e0267,No,0,43.0,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card
7355,615c3561-790d-4884-9893-b96264f6e7a1,Unknown,1,49.0,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,,Month-to-Month,No,Bank Withdrawal
7356,084a89dc-a548-4f1e-b96f-049ab577c938,Yes,3,61.0,Plan B,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
7357,82aba3c3-b6fe-40b6-8509-baef422708f7,Yes,8,26.0,Plan C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
7358,fe4b4aa5-063d-4e60-9824-b2f0b03862cf,No,0,63.0,Plan B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal
7359,bb71b9d3-2b84-4775-90ae-3f1913f70ab0,No,0,1.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Credit Card
7360,ea82eab9-3609-400a-93d6-a2c6aa7e399f,No,0,46.0,Plan B,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card
7361,664b2546-23ae-417d-98c3-0bca5e5adf97,No,0,25.0,Plan C,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
7362,73d533d2-5b06-4f80-ba53-7faceb4911b0,No,0,5.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Credit Card
7363,74b4be76-7352-4038-8dcd-9c348ce8c81c,No,0,6.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
7364,38ca3caf-0871-4fd7-8686-c3c5bd564503,No,0,2.0,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7365,46a24dd6-7a12-4fa6-99a2-eecc5c637909,No,0,3.0,,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
7366,ba652d43-e5f4-443d-9f18-115d326c516a,No,0,11.0,,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
7367,3258e50a-dc57-42a3-83bd-9a4af412ddfa,Yes,9,3.0,Plan E,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
7368,59da58c0-4e5f-45f6-a734-49d54f51f7f8,Unknown,1,4.0,,No,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7369,850d6bb8-0597-4204-8e22-003cbb8a85e1,Yes,5,29.0,Plan C,Yes,No,No,,No,No,No,No,No,Two Year,No,Credit Card
7370,305f911e-83ea-4431-aa54-8724dd76af3e,No,0,15.0,Plan D,No,No,Yes,DSL,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal
7371,e383f56f-d539-4872-92e3-7ee0d849e64c,No,0,4.0,,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Two Year,No,Mailed Check
7372,479a174e-2cf9-47db-9f45-2404438bb8e4,No,0,43.0,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,One Year,Yes,Credit Card
7373,13dc2786-845f-45b9-95c5-8352310c0d87,No,0,1.0,Plan E,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
7374,49a8bcc6-f0e7-4708-82cb-4bfa20594a5a,No,0,4.0,Plan E,No,No,Yes,Cable,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
7375,2d368646-d014-4f6d-8706-88afdd85993f,Yes,2,44.0,,No,No,Yes,Cable,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7376,57a56954-2404-49b6-b827-49ff6dfb77a8,Yes,8,58.0,Plan B,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
7377,d1758eda-d540-447f-beea-14bc8f586004,No,0,25.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7378,622e25f8-5989-4aba-8549-5b68175be679,No,0,6.0,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
7379,1940276c-3c76-4163-ba3b-df98c8fba0b0,No,0,2.0,,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card
7380,bc1757b4-8f7b-42eb-9d33-77d92e609b6d,Unknown,6,8.0,,Yes,No,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
7381,64392c74-4981-4a5f-9ca8-d9d1f1aae5f8,Unknown,1,47.0,,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7382,121c571d-22d0-4962-81f6-0a0366d8fbfc,No,0,43.0,,Yes,Yes,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
7383,20f3c6c1-160e-4e37-bf1d-978ff97c0124,No,0,18.0,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
7384,f9662a90-2b11-4162-84c0-af4ee4849bbe,No,0,9.0,Plan E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7385,3558eab0-53c9-4eab-848d-868f71e2d25e,Yes,10,19.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal
7386,19807313-bac4-4155-a8e3-e53da179fc22,Yes,6,71.0,Plan A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,One Year,No,Credit Card
7387,217f87ac-c4d4-4a59-8cdf-90dc5d591fdb,Yes,1,50.0,,Yes,No,Yes,Cable,Yes,No,No,Yes,No,One Year,No,Bank Withdrawal
7388,9460a917-4660-4d54-b834-52d00972d4db,No,0,3.0,,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,No,Mailed Check
7389,1f09ef8d-9ef0-4e44-ae1a-245cc5f223f5,No,0,1.0,,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
7390,5710c04a-499d-4749-a544-6a4f0af527bb,No,0,14.0,Plan D,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7391,a069c866-8863-4318-bf57-1a0d309d346c,Yes,10,67.0,,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal
7392,535f1a8e-563e-4a55-a546-a1520eff071c,No,0,54.0,,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
7393,818d5231-5deb-4c77-8157-e1a93f559904,Unknown,6,,,Yes,No,No,,No,No,No,No,No,One Year,Yes,Bank Withdrawal
7394,6f44a1f8-a71e-4abb-968d-0e13291fd617,No,0,27.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
7395,b317c563-82e0-482b-83a1-9b6bfe4dbd1a,No,0,4.0,Plan E,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Credit Card
7396,3181b785-38a2-4742-9060-d671a61ef217,Unknown,3,71.0,,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
7397,53a3dda0-87bf-4dcc-b5af-9e9d14323339,No,0,33.0,Plan C,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card
7398,1e7740e0-b222-4924-b5ce-27961c1f9818,No,0,10.0,,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
7399,b2057af8-ee98-4b15-bce2-8f9a501078f3,No,0,15.0,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
7400,fbedbe2f-5da3-4c41-9843-e31ca23a1f47,Yes,7,15.0,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check
7401,b06e8747-b091-4597-8704-acb316b54220,Unknown,5,65.0,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card
7402,39432436-c53b-4173-b8ce-5f4084fcede2,Unknown,7,8.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
7403,364e646d-9ba6-47e0-be99-78f633c7508a,Unknown,1,2.0,,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,No,Credit Card
7404,d0cf07a0-877f-4396-8192-993ae259cc9d,Unknown,2,70.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal
7405,4cbcb17e-3047-4f73-96a8-d132c5a6dd5e,Yes,5,69.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
7406,1c8b0ff3-450d-42bb-bc34-80a6ac6db482,No,0,41.0,,No,No,Yes,Cable,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal
7407,4d30b75a-d4ff-4c9c-bc08-482d524351ee,Yes,1,1.0,,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
7408,5348549f-53a2-4bb8-bb09-d5e4f1bb7da6,No,0,68.0,,No,No,Yes,DSL,Yes,No,Yes,Yes,,Two Year,No,Credit Card
7409,42e0e574-f104-4e60-a29b-d4b3c0989208,No,0,2.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7410,6dcde0a2-8aaa-4167-9441-1b8bc6c766a1,No,0,19.0,Plan D,Yes,No,Yes,Cable,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card
7411,e108faa5-a160-4028-9ddb-30da9d0a0a1d,Yes,9,56.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
7412,13c445f8-d71e-4d03-94b0-9f95214a03d4,Yes,5,58.0,Plan B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
7413,46627422-e487-45a7-b1f1-fc082fcb77e7,Yes,6,71.0,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
7414,9011c141-b4f3-454b-9dba-a2eabbf9f968,Unknown,10,67.0,Plan A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal
7415,483087e0-758d-42ed-8170-c3ce8b0a20fd,No,0,64.0,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal
7416,41739dd3-9fda-4784-9904-c629cfec851d,Yes,5,64.0,Plan B,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
7417,6bcdb1c3-0707-43e5-bdc2-94648ba873de,No,0,34.0,,Yes,No,Yes,,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal
7418,1fd800b3-9596-4588-bb4d-aaa5cb8b48b9,Unknown,3,69.0,Plan A,Yes,No,No,,No,No,No,No,No,Two Year,No,
7419,8bc97d5d-677f-49a5-85b6-2d31d73a1100,No,0,4.0,Plan E,Yes,Yes,No,,No,No,No,No,No,Month-to-Month,No,Credit Card
7420,67161945-6bc1-4a39-bfbd-33c63aedab0a,Unknown,1,7.0,Plan E,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
7421,c59bfc35-a103-4340-a861-3b71a74d1a10,No,0,65.0,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card
7422,4ec023b4-f722-4cbe-b72a-14c65245ae6f,Unknown,2,56.0,,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal
7423,a69a3e4a-7f3f-419b-af20-1b1752bdc4b6,Unknown,1,58.0,Plan B,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card
7424,bbef7ef3-a0f0-411e-87c0-d32eaba09f00,Yes,3,68.0,Plan A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
7425,30710adf-8e89-4e5d-936a-4fdc2cabac4b,No,0,10.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
7426,02878440-aae7-435f-973b-fa8cdb614468,Yes,10,34.0,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
7427,f5c41e73-301f-4b7f-871d-bc3a021a43f5,Unknown,10,6.0,Plan E,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
7428,96f8c8d1-3e88-4d27-b63f-ab1c47198eeb,Unknown,5,50.0,Plan B,Yes,No,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
7429,740392f0-9d6a-4e50-8f8d-3ded0ef7e691,No,0,6.0,,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card
7430,193421b4-c677-425b-bedf-02c7c1b8e2ae,No,0,14.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Credit Card
7431,9a6ae7d6-b052-4e8b-8160-e316166b2e44,Unknown,1,36.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
7432,ca800358-2c05-4c39-b68f-4aacfdd4f6cf,No,0,1.0,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7433,bea639bc-4966-4770-8944-29d967d76480,Yes,9,66.0,Plan A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card
7434,5ceff249-f4ab-4ddb-88c2-0834ec07393b,No,0,30.0,,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal
7435,2948cd8c-8b6b-4825-8056-8d41391bb5c3,Yes,6,46.0,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,,One Year,Yes,Bank Withdrawal
7436,ba8dc0d2-4226-4667-8d28-637a6116747f,No,0,59.0,Plan B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,One Year,No,Bank Withdrawal
7437,a2808770-b804-48ab-b86a-ff2b16075e21,No,0,2.0,Plan E,No,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,No,Mailed Check
7438,c2fb3f02-f805-44b1-832b-6a3b70607129,No,0,1.0,Plan E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7439,074e99d8-7ce8-4fd2-a09b-5fa30e7f1b04,No,0,70.0,Plan A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal
7440,ab792483-36c4-479e-81ba-484724fc7a54,Unknown,1,30.0,,Yes,No,No,,No,No,No,No,No,Two Year,No,Credit Card
7441,7971f627-2ea8-48a4-8fce-25c059693bcf,Unknown,10,42.0,Plan B,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
7442,20b9d036-21c8-42da-ac0f-34377bf1b994,Unknown,7,70.0,Plan A,Yes,No,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
7443,7484593e-4ff2-44d6-9de6-7e3bd9fe8b19,No,0,61.0,Plan B,Yes,Yes,No,,No,No,No,No,No,Two Year,Yes,Credit Card
7444,1c597140-0478-4b86-b38a-73d27aa45583,No,0,67.0,,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
7445,a4b1e5a0-a4d8-4191-8152-adf88dbda1a8,No,0,15.0,,Yes,No,Yes,Cable,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
7446,e7432c8f-ff2e-41bd-a875-6dd58198fbff,No,0,65.0,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
7447,4ec023b4-f722-4cbe-b72a-14c65245ae6f,Unknown,2,56.0,,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal
7448,42c082d2-276c-45c7-98e3-ac60eee33199,No,0,66.0,Plan A,No,No,Yes,Cable,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal
7449,e95b2334-4bd1-41b7-883d-85adb9d499aa,No,0,2.0,Plan E,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Credit Card
7450,3d732dbb-d255-4563-8f3e-eb45ca1a4dfd,Unknown,5,55.0,,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
7451,ec018d37-0ed4-470b-8f6b-fecb99628d1c,Yes,10,71.0,Plan A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
7452,17f04a92-956d-4e22-ad23-4076ed2e5f13,No,0,40.0,Plan B,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card
